>NC_011165	Pseudomonas phage LBL3
>NC_021858	Pandoravirus dulcis
YP_008318548.1	17
YP_008318599.1	9
YP_008318601.1	8
YP_008318610.1	2
YP_008318612.1	18
YP_008318634.1	1
YP_008318662.1	2
YP_008318818.1	16
YP_008318821.1	3
YP_008318947.1	8
YP_008319014.1	1
YP_008319141.1	1
YP_008319179.1	6
YP_008319229.1	1
YP_008319249.1	1
YP_008319446.1	1
YP_008319462.1	2
YP_008319544.1	3
YP_008319578.1	6
YP_008319603.1	2
YP_008319774.1	1
YP_008319786.1	1
YP_008319822.1	1
YP_008319823.1	2
YP_008319878.1	1
YP_008319895.1	4
YP_008319904.1	20
YP_008319920.1	1
YP_008319944.1	16
YP_008319984.1	3
YP_008319991.1	1
>NC_009234	Burkholderia virus phiE202
YP_001111033.1	1
YP_001111035.1	4
YP_001111037.1	2
YP_001111038.1	1
YP_001111060.1	1
YP_001111063.1	1
>NC_002014	Enterobacteria phage Ike
NP_040579.1	4
>NC_002486	Staphylococcus prophage phiPV83
NP_061607.1	1
NP_061635.1	1
NP_061640.1	7
NP_061653.1	2
>NC_021299	Mycobacterium phage PegLeg
YP_008050986.1	2
YP_008051030.1	5
YP_008051032.1	1
YP_008051070.1	1
>NC_015568	Clostridium phage phiCD38-2
YP_004508433.1	3
>NC_008720	Escherichia phage N4
YP_950504.1	2
>NC_024383	Listeria phage LP-083-2
YP_009044524.1	1
YP_009044603.1	1
YP_009044608.1	6
>NC_009760	Bacillus phage 0305phi8-36
YP_001429687.1	1
YP_001429706.1	1
YP_001429716.1	1
YP_001429743.1	1
YP_001429750.1	39
YP_001429755.1	5
YP_001429759.1	13
YP_001429761.1	11
YP_001429805.1	5
>NC_008293	Clanis bilineata nucleopolyhedrovirus
YP_717640.1	1
>NC_007055	Staphylococcus phage 37
YP_240144.1	1
>NC_021300	Pseudoalteromonas phage RIO-1
YP_008051092.1	1
YP_008051094.1	1
YP_008051113.1	1
>NC_019444	Synechococcus phage ACG-2014c
YP_007001763.1	1
YP_007001772.1	1
YP_007001805.1	1
YP_007001810.1	1
YP_007001817.1	1
YP_007001819.1	2
YP_007001827.1	2
YP_007001830.1	3
YP_007001835.1	1
YP_007001837.1	1
YP_007001854.1	1
YP_007001857.1	8
YP_007001858.1	7
YP_007001883.1	1
YP_007001887.1	2
YP_007001891.1	2
YP_007001903.1	1
YP_007001913.1	1
YP_007001914.1	1
YP_007001924.1	5
YP_007001928.1	5
YP_007001945.1	1
>NC_025443	Salmonella phage 9NA
YP_009101193.1	1
YP_009101227.1	1
YP_009101231.1	3
>NC_009821	Enterobacteria phage Phi1
YP_001469378.1	1
YP_001469431.1	1
YP_001469446.1	1
YP_001469491.1	1
YP_001469579.1	2
>NC_011038	Yersinia phage Yepe2
YP_002003321.1	1
YP_002003333.1	4
YP_002003346.1	1
YP_002003350.1	1
YP_002003357.1	1
YP_002003358.1	1
>NC_016763	Salmonella phage SE2
YP_005098098.1	1
YP_005098130.1	1
>NC_003157	Temperate phage phiNIH1.1
NP_438113.1	17
NP_438125.1	1
NP_438126.1	1
NP_438136.1	1
>NC_021248	Choristoneura biennis entomopoxvirus
YP_008004132.1	2
YP_008004327.1	1
YP_008004337.1	1
YP_008004361.1	1
>NC_019520	Escherichia phage phiKT
YP_007006585.1	1
YP_007006588.1	1
YP_007006593.1	1
YP_007006609.1	1
>NC_021297	Mycobacterium phage PattyP
YP_008050771.1	1
YP_008050826.1	2
YP_008050830.1	1
>NC_023742	Mycobacterium phage Akoma
YP_009018516.1	2
YP_009018544.1	1
>NC_004066	Lactococcus phage ul36
NP_663686.1	1
>NC_011611	Pseudomonas phage MP38
YP_002332341.1	1
YP_002332363.1	1
>NC_006552	Pseudomonas phage F116
YP_164274.1	1
YP_164278.1	1
YP_164279.1	8
YP_164283.1	1
YP_164287.1	1
YP_164293.1	1
YP_164294.1	1
YP_164299.1	1
YP_164303.1	1
YP_164304.1	1
YP_164308.1	1
YP_164309.1	2
YP_164324.1	1
YP_164334.1	5
>NC_012741	Enterobacteria phage JS10
YP_002922352.1	1
YP_002922437.1	1
YP_002922447.1	1
YP_002922513.1	1
YP_002922573.1	1
YP_002922603.1	1
>NC_022917	Ralstonia phage RSB3
YP_008853917.1	1
YP_008853934.1	1
>NC_005340	Salmonella virus PsP3
NP_958056.1	1
NP_958057.1	1
NP_958058.1	3
NP_958059.1	1
NP_958072.1	1
NP_958073.1	1
NP_958077.1	1
NP_958078.1	1
NP_958082.1	1
>NC_015292	Erwinia phage phiEa104
YP_004327020.1	1
YP_004327056.1	10
>NC_021855	Lactococcus phage phi7
YP_008318243.1	1
>NC_011057	Mycobacterium phage Phaedrus
YP_002014616.1	2
YP_002014643.1	1
>NC_004348	Salmonella phage ST64T
NP_720276.1	17
NP_720303.1	6
NP_720320.1	1
NP_720326.1	1
>NC_009231	Clostridium virus phiC2
YP_001110793.1	1
>NC_023691	Mycobacterium phage Patience
YP_009012146.1	1
YP_009012230.1	7
>NC_023739	Mycobacterium phage BillKnuckles
YP_009018239.1	1
YP_009018279.1	1
YP_009018287.1	1
>NC_014660	Acinetobacter phage Ac42
YP_004009368.1	2
YP_004009493.1	1
YP_004009499.1	1
YP_004009541.1	1
YP_004009612.1	14
>NC_014901	Mycobacterium phage Wee
YP_004123885.1	2
YP_004123900.1	2
>NC_009898	Paramecium bursaria Chlorella virus NY2A
YP_001497206.1	4
YP_001497312.1	4
YP_001497339.1	29
YP_001497359.1	13
YP_001497418.1	15
YP_001497501.1	2
YP_001497527.1	2
YP_001497591.1	4
YP_001497661.1	1
YP_001497732.1	1
YP_001497745.1	5
YP_001497814.1	3
YP_001497837.1	1
YP_001497848.1	1
YP_001497934.1	1
YP_001497937.1	2
YP_001497977.1	6
YP_001498028.1	1
YP_001498040.1	2
>NC_018274	Pseudomonas phage MP42
YP_006560526.1	1
YP_006560550.1	1
>NC_012740	Escherichia phage JSE
YP_002922108.1	1
YP_002922161.1	1
YP_002922178.1	1
>NC_005284	Burkholderia virus phi1026b
NP_945032.1	2
NP_945033.1	5
NP_945035.1	1
NP_945038.1	1
NP_945039.1	1
NP_945044.1	1
NP_945050.1	1
NP_945057.1	2
NP_945063.1	1
NP_945064.1	1
NP_945089.1	5
NP_945090.1	5
>NC_007065	Staphylococcus phage X2
YP_240852.1	7
YP_240871.1	1
YP_240876.1	1
>NC_004667	Grapevine leafroll-associated virus 3
NP_813799.1	12
>NC_019910	Salmonella phage SKML-39
YP_007236144.1	1
YP_007236159.1	2
YP_007236187.1	1
YP_007236250.1	2
>NC_008464	Stx2-converting phage 86
YP_794107.1	4
YP_794109.1	1
YP_794115.1	5
>NC_005356	Staphylococcus phage 77
NP_958615.1	5
NP_958629.1	1
>NC_004927	Halovirus HF1
NP_861645.1	1
NP_861650.1	2
NP_861654.1	1
>NC_007022	Aeromonas virus 31
YP_238736.1	5
YP_238737.1	29
YP_238800.1	1
YP_238820.1	1
YP_238865.1	1
YP_238925.1	1
YP_238933.1	3
YP_238956.1	1
YP_238959.1	1
YP_238960.1	3
>NC_009804	Thermus phage P7426
YP_001467981.1	5
YP_001467983.1	1
YP_001467984.1	3
YP_001468065.1	6
>NC_021471	Halovirus HSTV-1
YP_008083102.1	1
>NC_021785	Listeria phage LP-110
YP_008240431.1	1
YP_008240460.1	3
>NC_009992	Plum bark necrosis stem pitting-associated virus
YP_001552326.1	6
>NC_022746	Pseudomonas phage MPK6
YP_008766811.1	1
>NC_005886	Burkholderia phage BcepB1A
YP_024913.1	1
YP_024864.1	1
YP_024865.1	1
YP_024869.1	1
YP_024871.1	1
YP_024875.1	1
YP_024889.1	1
YP_024920.2	1
>NC_024139	Escherichia phage vB_EcoS_FFH1
YP_009031711.1	5
YP_009031719.1	5
YP_009031750.1	3
>NC_020079	Escherichia phage phAPEC8
YP_007348440.1	1
YP_007348469.1	11
YP_007348470.1	22
YP_007348471.1	15
YP_007348582.1	16
>NC_019718	Enterobacteria phage vB_EcoS_Rogue1
YP_007112225.1	2
YP_007112246.1	1
>NC_020863	Vibrio phage PWH3a-P1
YP_007675872.1	7
YP_007675887.1	2
YP_007675954.1	13
YP_007675963.1	3
YP_007676019.1	1
>NC_023007	Bacillus phage vB_BanS-Tsamsa
YP_008873386.1	23
YP_008873387.1	5
YP_008873392.1	1
YP_008873431.1	2
YP_008873442.1	3
YP_008873506.1	2
>NC_004687	Mycobacterium phage Bxz1
NP_818206.1	1
NP_818250.1	11
NP_818252.1	1
NP_818300.1	7
>NC_004466	Pseudomonas phage PaP3
NP_775255.1	1
NP_775254.1	8
NP_775251.1	10
NP_775229.1	1
NP_775225.1	1
>NC_018281	Staphylococcus phage Ipla5
YP_006560987.1	7
YP_006560993.1	1
>NC_007061	Staphylococcus phage 29
YP_240589.1	1
>NC_019446	Brucella phage Tb
YP_007002015.1	1
YP_007002020.1	1
YP_007002031.1	1
YP_007002033.1	1
YP_007002038.1	2
YP_007002051.1	2
YP_007002056.1	1
YP_007002058.1	1
YP_007002064.1	1
>NC_011056	Mycobacterium phage Kostya
YP_002014477.1	1
YP_002014568.1	1
YP_002014569.1	6
YP_002014580.1	1
YP_002014584.1	15
>NC_022749	Shigella phage SfIV
YP_008766866.1	2
YP_008766867.1	3
YP_008766887.1	20
YP_008766888.1	4
YP_008766890.1	17
YP_008766892.1	2
YP_008766907.1	4
YP_008766918.1	1
>NC_012784	Staphylococcus phage phiPVL-CN125
YP_002939721.1	7
>NC_019452	Escherichia phage PhaxI
YP_007002655.1	2
YP_007002721.1	1
>NC_008030	Nile crocodilepox virus
YP_784337.1	1
>NC_001836	Little cherry virus 1
NP_045004.1	6
>NC_005887	Burkholderia virus BcepC6B
YP_024923.1	5
YP_024925.1	1
YP_024931.1	1
YP_024937.1	1
YP_024948.1	1
YP_024953.1	2
YP_024956.1	2
YP_024964.1	1
YP_024966.1	2
>NC_012910	Lettuce chlorosis virus
YP_003002358.1	13
>NC_022057	Mycobacterium phage Catdawg
YP_008409175.1	2
YP_008409266.1	8
>NC_021530	Synechococcus phage S-CAM8
YP_008125569.1	1
YP_008125570.1	1
YP_008125615.1	1
YP_008125627.1	1
YP_008125629.1	2
YP_008125638.1	1
YP_008125640.1	4
YP_008125644.1	1
YP_008125645.1	1
YP_008125649.1	1
YP_008125654.1	1
YP_008125677.1	1
YP_008125681.1	1
YP_008125685.1	2
YP_008125696.1	1
YP_008125700.1	1
YP_008125705.1	1
YP_008125722.1	1
YP_008125726.1	10
YP_008125735.1	1
>NC_016562	Campylobacter virus CPX
YP_004956907.1	4
YP_004956913.1	1
>NC_021307	Mycobacterium phage Severus
YP_008051779.1	1
YP_008051816.1	1
YP_008051820.1	1
YP_008051823.1	1
YP_008051826.1	1
YP_008051827.1	1
YP_008051829.1	1
YP_008051846.1	4
>NC_019911	Yersinia phage phi80-18
YP_007236334.1	1
YP_007236349.1	2
YP_007236353.1	1
>NC_026611	Edwardsiella phage GF-2
YP_009126605.1	4
YP_009126606.1	1
YP_009126621.1	3
YP_009126626.1	1
YP_009126637.1	2
YP_009126651.1	1
YP_009126665.1	1
YP_009126681.1	3
>NC_022068	Mycobacterium phage Daenerys
YP_008410622.1	1
YP_008410630.1	2
YP_008410639.1	4
YP_008410642.1	1
>NC_020852	Ostreococcus lucimarinus virus OlV5
YP_007674675.1	11
YP_007674690.1	3
YP_007674711.1	1
YP_007674717.1	1
YP_007674728.1	6
YP_007674740.1	2
YP_007674762.1	19
YP_007674767.1	1
YP_007674768.1	1
YP_007674769.1	3
YP_007674770.1	1
YP_007674794.1	1
YP_007674806.1	1
YP_007674841.1	2
YP_007674844.1	3
YP_007674860.1	4
YP_007674863.1	9
YP_007674864.1	1
YP_007674869.1	11
YP_007674885.1	18
YP_007674887.1	14
>NC_010147	Staphylococcus phage phiMR11
YP_001604091.1	4
YP_001604100.1	1
YP_001604109.1	1
>NC_018275	Salmonella phage vB_SemP_Emek
YP_006560552.1	1
YP_006560575.1	2
YP_006560600.1	2
YP_006560615.1	1
>NC_011019	Mycobacterium phage KBG
YP_001994463.1	1
YP_001994522.1	1
YP_001994527.1	1
YP_001994542.1	3
>NC_009543	Xanthomonas phage Xop411
YP_001285677.1	4
YP_001285678.1	1
YP_001469624.1	3
YP_001285687.1	1
YP_001285691.1	1
YP_001285701.2	6
YP_001285703.1	1
YP_001285709.1	1
YP_001285711.1	2
YP_001285722.1	5
YP_001285724.2	1
>NC_019529	Vibrio phage pVp-1
YP_007007825.1	1
YP_007007838.1	1
YP_007007853.1	1
YP_007007865.1	3
>NC_024124	Escherichia phage vB_EcoM_JS09
YP_009037511.1	9
YP_009037539.1	1
YP_009037555.1	17
YP_009037396.1	1
YP_009037409.1	1
YP_009037454.1	1
>NC_022750	Enterobacteria phage fiAA91-ss
YP_008766919.1	1
YP_008766920.1	3
YP_008766921.1	1
YP_008766923.1	1
YP_008766934.1	1
YP_008766935.1	1
YP_008766940.1	1
YP_008766942.1	1
YP_008766944.1	1
YP_008766946.1	3
YP_008766949.1	8
>NC_008200	Mycobacterium phage PLot
YP_655387.1	1
YP_655445.1	7
YP_655447.1	1
>NC_001806	Human alphaherpesvirus 1
YP_009137076.1	3
YP_009137138.1	1
>NC_005345	Streptomyces phage VWB
NP_958252.1	1
NP_958272.1	1
>NC_001623	Autographa californica nucleopolyhedrovirus
NP_054039.1	2
NP_054060.1	1
NP_054071.1	1
>NC_007805	Pseudomonas phage F10
YP_001293349.1	1
YP_001293371.1	1
YP_001293396.1	3
YP_001293398.1	7
YP_001293405.1	4
>NC_023716	Mycobacterium virus Alma
YP_009014878.1	1
YP_009014921.1	1
YP_009014924.1	1
YP_009014948.1	3
>NC_022772	Salmonella phage Marshall
YP_008771703.1	1
YP_008771716.1	1
YP_008771743.1	1
YP_008771809.1	2
>NC_015249	Enterobacteria phage 285P
YP_004300545.1	1
YP_004300549.1	1
YP_004300553.1	1
YP_004300559.1	5
YP_004300571.1	1
YP_004300575.1	1
YP_004300581.1	1
>NC_020842	Cellulophaga phage phiST
YP_007673402.1	1
YP_007673424.1	7
YP_007673437.1	13
YP_007673450.1	2
YP_007673458.1	1
>NC_004902	Xanthomonas phage Xp10
NP_858950.1	3
NP_858954.1	4
NP_858964.1	6
NP_858965.1	1
NP_858969.1	1
NP_858980.1	1
NP_858988.1	1
NP_858997.1	4
NP_859005.1	2
NP_859007.1	1
>NC_019445	Escherichia phage TL-2011b
YP_007001957.1	1
YP_007001963.1	1
YP_007001973.1	1
YP_007001997.1	1
YP_007002003.1	4
>NC_018846	Escherichia phage P13374
YP_006906849.1	1
>NC_028894	Escherichia phage vB_EcoM_VR20
YP_009207285.1	1
YP_009207360.1	1
YP_009207403.1	1
YP_009207423.1	1
YP_009207440.1	1
YP_009207452.1	3
>NC_025430	Escherichia phage vB_EcoM-ep3
YP_009099997.1	6
YP_009100002.1	1
YP_009100011.1	3
YP_009100012.1	2
YP_009100017.1	2
YP_009100034.1	1
YP_009100047.1	1
>NC_019408	Caulobacter virus Rogue
YP_006989091.1	2
YP_006989106.1	1
YP_006989115.1	1
YP_006989136.1	1
YP_006989137.1	4
YP_006989138.1	2
YP_006989144.1	1
YP_006989149.1	2
YP_006989158.1	1
YP_006989165.1	1
YP_006989169.1	5
YP_006989204.1	3
YP_006989211.1	1
>NC_008366	Strawberry chlorotic fleck-associated virus
YP_762625.1	3
>NC_021532	Alteromonas phage vB_AmaP_AD45-P1
YP_008126084.1	5
>NC_011318	Clostridium phage phiCP39-O
YP_002265430.1	2
>NC_021324	Mycobacterium phage CASbig
YP_008058853.1	1
YP_008058862.1	1
YP_008058920.1	1
>NC_015252	Brochothrix phage NF5
YP_004301292.1	7
>NC_010116	Pseudomonas phage YuA
YP_001595825.1	6
YP_001595827.1	1
YP_001595828.1	1
YP_001595829.1	2
YP_001595830.1	1
YP_001595844.1	5
YP_001595867.1	5
YP_001595874.1	1
YP_001595875.1	1
YP_001595877.1	1
>NC_001335	Mycobacterium phage L5
NP_039701.1	1
NP_039718.1	1
NP_039729.1	1
>NC_001502	Moloney murine sarcoma virus
NP_057859.1	7
>NC_004680	Mycobacterium phage Che8
NP_817403.1	2
>NC_021799	Cellulophaga phage phi19:1
YP_008241707.1	1
YP_008241726.1	1
YP_008241758.1	1
YP_008241759.1	1
YP_008241806.1	1
>NC_022329	Mycobacterium phage PhrostyMug
YP_008531038.1	2
>NC_019929	Erwinia phage phiEaH2
YP_007237800.1	14
YP_007237882.1	1
YP_007237892.1	3
>NC_024213	Bacillus phage Hakuna
YP_009036500.1	4
YP_009036506.1	1
YP_009036514.1	1
YP_009036581.1	1
>NC_019420	Edwardsiella phage KF-1
YP_006990432.1	4
YP_006990457.1	1
YP_006990464.1	2
>NC_016657	Cyanophage 9515-10a
YP_005087405.1	1
YP_005087411.1	1
YP_005087412.1	2
YP_005087423.1	1
YP_005087430.1	1
YP_005087439.1	1
YP_005087448.1	5
>NC_009762	Staphylococcus phage tp310-2
YP_001429915.1	1
YP_001429934.1	3
YP_001429936.1	1
YP_001429940.1	1
YP_001429942.1	2
>NC_025451	Yersinia phage vB_YenP_AP5
YP_009102800.1	1
YP_009102810.1	1
YP_009102812.1	4
YP_009102815.1	3
YP_009102828.1	1
YP_009102829.1	1
YP_009102834.1	1
YP_009102839.1	1
>NC_023603	Mycobacterium phage 39HC
YP_009009561.1	2
YP_009009575.1	1
>NC_007054	Staphylococcus phage 47
YP_240002.1	1
YP_240004.1	2
YP_240049.1	1
YP_240066.1	3
YP_240070.1	1
>NC_023578	Mycobacterium phage Oaker
YP_009007358.1	5
>NC_023564	Mycobacterium phage EagleEye
YP_009005756.1	1
YP_009005795.1	1
YP_009005800.1	1
YP_009005831.1	5
>NC_021868	Streptococcus phage SPQS1
YP_008320481.1	2
YP_008320536.1	2
>NC_020083	Serratia phage phiMAM1
YP_007349083.1	3
YP_007349086.1	1
YP_007349108.1	1
>NC_012697	Silicibacter phage DSS3phi2
YP_002899050.1	1
YP_002899058.1	1
>NC_011290	Mycobacterium phage Gumball
YP_002241902.1	1
YP_002241961.1	7
YP_002241963.1	1
>NC_022061	Mycobacterium phage KayaCho
YP_008409641.1	2
YP_008409655.1	1
>NC_022974	Pseudomonas phage CHA_P1
YP_008858073.1	5
YP_008858074.1	1
YP_008858091.1	3
>NC_008724	Acanthocystis turfacea Chlorella virus 1
YP_001426516.1	1
YP_001426582.1	9
YP_001426647.1	1
YP_001426650.1	4
YP_001426659.1	1
YP_001426671.1	1
YP_001426763.1	4
YP_001426776.1	7
YP_001426841.1	3
YP_001426918.1	1
YP_001426981.1	1
YP_001427025.1	8
YP_001427052.1	7
YP_001427086.1	2
YP_001427090.1	2
YP_001427148.1	1
YP_001427160.1	58
YP_001427177.1	21
YP_001427285.1	14
YP_001427287.1	1
YP_001427319.1	11
YP_001427323.1	1
YP_001427324.1	1
>NC_023562	Mycobacterium phage BellusTerra
YP_009005609.1	1
YP_009005611.1	2
YP_009005614.1	1
YP_009005623.1	1
YP_009005638.1	3
>NC_024147	Mycobacterium phage ZoeJ
YP_009032461.1	1
YP_009032465.1	1
>NC_004665	Pseudomonad phage gh-1
NP_813761.1	2
NP_813786.1	2
>NC_022769	Bacillus phage BigBertha
YP_008771069.1	6
YP_008771075.1	2
YP_008771170.1	2
YP_008771248.1	15
>NC_019404	Escherichia phage vB_Eco_ACG-M12
YP_006987833.1	1
YP_006987849.1	1
YP_006987863.1	2
YP_006987880.1	1
>NC_001956	Vibrio phage fs2
NP_047372.1	2
>NC_018839	Propionibacterium phage P14.4
YP_006906483.1	1
>NC_004617	Staphylococcus phage 13
NP_803396.1	7
>NC_023692	Mycobacterium phage BigNuz
YP_009012282.1	2
YP_009012286.1	1
YP_009012300.1	2
YP_009012304.1	2
>NC_007653	Papiine alphaherpesvirus 2
YP_443848.2	4
>NC_028672	Cronobacter phage PBES 02
YP_009188904.1	8
YP_009188913.1	3
YP_009188961.1	1
YP_009188996.1	1
YP_009189036.1	1
YP_009189062.1	2
>NC_010179	Lactobacillus prophage Lj771
YP_001642368.1	7
>NC_005260	Aeromonas virus Aeh1
NP_943883.1	4
NP_944108.1	1
NP_944186.1	10
>NC_009551	Phormidium phage Pf-WMP3
YP_001285785.1	1
YP_001285797.1	8
>NC_022985	Mycobacterium phage Zaka
YP_008859122.1	1
YP_008859165.1	1
YP_008859178.1	1
YP_008859198.1	5
>NC_021864	Puniceispirillum phage HMO-2011
YP_008320263.1	1
YP_008320271.1	1
YP_008320272.1	1
YP_008320274.1	1
YP_008320277.1	1
YP_008320279.1	4
YP_008320280.1	10
YP_008320283.1	1
YP_008320291.1	1
YP_008320305.1	3
YP_008320308.1	1
YP_008320309.1	3
YP_008320310.1	1
YP_008320311.1	1
YP_008320313.1	2
YP_008320314.1	4
YP_008320317.1	1
YP_008320318.1	1
YP_008320321.1	6
YP_008320325.1	9
YP_008320331.1	5
>NC_024446	Penguinpox virus
YP_009046034.1	1
YP_009046111.1	1
>NC_010463	Salmonella phage Fels-2
YP_001718723.1	1
YP_001718725.1	10
YP_001718729.1	1
YP_001718731.1	1
YP_001718745.1	1
YP_001718747.1	4
YP_001718763.1	2
>NC_017674	Pseudomonas phage JG024
YP_006200766.1	1
YP_006200769.1	4
YP_006200770.1	2
YP_006200771.1	1
YP_006200772.1	1
YP_006200773.1	1
YP_006200774.1	2
YP_006200775.1	1
YP_006200776.1	1
YP_006200777.1	1
YP_006200779.1	1
YP_006200780.1	1
YP_006200781.1	1
YP_006200782.1	2
YP_006200783.1	3
YP_006200784.1	2
YP_006200785.1	1
YP_006200786.1	1
YP_006200787.1	1
YP_006200788.1	1
YP_006200789.1	1
YP_006200790.1	1
YP_006200791.1	1
YP_006200792.1	1
YP_006200793.1	1
YP_006200794.1	1
YP_006200795.1	2
YP_006200796.1	1
YP_006200797.1	2
YP_006200798.1	1
YP_006200799.1	1
YP_006200800.1	1
YP_006200801.1	1
YP_006200802.1	1
YP_006200803.1	1
YP_006200804.1	1
YP_006200805.1	1
YP_006200806.1	1
YP_006200807.1	2
YP_006200808.1	1
YP_006200809.1	1
YP_006200810.1	4
YP_006200811.1	1
YP_006200812.1	3
YP_006200813.1	1
YP_006200814.1	2
YP_006200815.1	1
YP_006200816.1	1
YP_006200817.1	2
YP_006200818.1	1
YP_006200819.1	5
YP_006200820.1	1
YP_006200821.1	11
YP_006200822.1	1
YP_006200823.1	2
YP_006200824.1	2
YP_006200825.1	2
YP_006200826.1	1
YP_006200827.1	1
YP_006200828.1	1
YP_006200829.1	1
YP_006200830.1	1
YP_006200831.1	1
YP_006200832.1	1
YP_006200833.1	1
YP_006200834.1	1
YP_006200835.1	2
YP_006200836.1	1
YP_006200838.1	1
YP_006200839.1	1
YP_006200840.1	1
YP_006200841.1	1
YP_006200842.1	1
YP_006200843.1	1
YP_006200844.1	1
YP_006200845.1	1
YP_006200846.1	1
YP_006200847.1	1
YP_006200848.1	1
YP_006200850.1	1
YP_006200851.1	1
YP_006200852.1	2
YP_006200853.1	1
YP_006200854.1	1
YP_006200855.1	1
YP_006200857.1	1
YP_006200858.1	1
>NC_023442	Buzura suppressaria nucleopolyhedrovirus
YP_009001780.1	3
YP_009001869.1	1
>NC_006356	Flavobacterium phage 11b
YP_112524.1	1
YP_112527.1	2
YP_112530.1	1
YP_112541.1	2
>NC_009604	Burkholderia virus BcepNY3
YP_001294850.1	1
YP_001294854.1	1
YP_001294891.1	1
YP_001294897.1	2
YP_001294904.1	2
>NC_024788	Bacillus phage Riley
YP_009055804.1	4
YP_009055810.1	4
YP_009055907.1	2
YP_009055987.1	1
YP_009055989.1	15
>NC_019705	Enterobacteria phage mEpX2
YP_007111445.1	1
YP_007111457.1	1
YP_007111468.1	11
YP_007111484.1	5
YP_007111492.1	1
>NC_022056	Mycobacterium phage Hamulus
YP_008409123.1	1
YP_008409128.1	1
YP_008409132.1	4
YP_008409137.1	1
>NC_024792	Bacillus phage Bobb
YP_009056335.1	16
YP_009056340.1	4
YP_009056385.1	1
YP_009056388.1	1
YP_009056405.1	1
YP_009056494.1	1
YP_009056498.1	5
>NC_005342	Burkholderia virus Bcep43
NP_958106.1	1
NP_958114.1	3
NP_958119.1	1
NP_958122.1	1
NP_958132.2	1
NP_958158.2	1
NP_958163.1	2
NP_958167.1	2
>NC_019407	Caulobacter virus Magneto
YP_006988755.1	1
YP_006988765.1	1
YP_006988790.1	3
YP_006988791.1	2
YP_006988797.1	1
YP_006988803.1	2
YP_006988811.1	1
YP_006988818.1	1
YP_006988823.1	3
YP_006988858.1	3
YP_006988881.1	1
>NC_013697	Deftia phage phiW-14
YP_003358866.1	4
YP_003358881.1	4
YP_003358882.1	2
YP_003358932.1	5
YP_003358936.1	3
YP_003359071.1	7
>NC_016566	Shigella phage EP23
YP_004957440.1	1
YP_004957492.1	1
>NC_011103	Rhizobium phage 16-3
YP_002117562.1	1
YP_002117563.1	1
YP_002117564.1	1
YP_002117581.1	1
YP_002117635.1	2
YP_002117639.1	10
YP_002117646.1	3
YP_002117655.1	2
>NC_007291	Escherichia phage Jk06
YP_277519.1	1
>NC_007501	Lactobacillus phage Lc-Nu
YP_358797.1	1
YP_358798.1	2
>NC_020856	Sulfitobacter phage pCB2047-C
YP_007675259.1	4
YP_007675262.1	2
YP_007675268.1	1
YP_007675273.1	2
YP_009046888.1	1
YP_007675286.2	2
YP_007675296.1	1
YP_007675326.1	5
YP_007675328.1	1
>NC_018271	Nonlabens phage P12024S
YP_006560346.1	2
YP_006560348.1	1
YP_006560353.1	2
YP_006560354.1	6
YP_006560356.1	1
YP_006560358.1	1
YP_006560360.1	1
YP_006560377.1	2
YP_006560382.1	2
YP_006560384.1	1
YP_006560391.1	3
>NC_021328	Halovirus HGTV-1
YP_008059249.1	5
YP_008059282.1	1
YP_008059283.1	1
YP_008059315.1	1
YP_008059349.1	3
YP_008059411.1	2
YP_008059417.1	9
>NC_023856	Salmonella phage vB_SalM_SJ2
YP_009021293.1	1
>NC_023743	Escherichia phage EB49
YP_009018641.1	1
YP_009018654.1	1
YP_009018665.1	1
YP_009018672.1	1
YP_009018673.1	5
>NC_016436	Grapevine leafroll-associated virus 7
YP_004935921.1	8
>NC_009819	Streptococcus phage P9
YP_001469194.1	2
YP_001469195.1	1
YP_001469197.1	1
YP_001469199.1	1
YP_001469206.1	1
>NC_009763	Staphylococcus phage tp310-3
YP_001430010.1	7
>NC_022052	Mycobacterium phage Whirlwind
YP_008408726.1	2
YP_008408740.1	1
YP_008408752.1	2
>NC_025442	Salmonella phage Chi
YP_009101110.1	1
YP_009101133.1	1
>NC_022970	Pseudomonas phage PAK_P3
YP_008857684.1	6
YP_008857685.1	1
YP_008857702.1	3
YP_008857760.1	1
>NC_015284	Prochlorococcus phage P-HM2
YP_004323398.1	4
YP_004323412.1	4
YP_004323455.1	1
YP_004323457.1	1
YP_004323481.1	6
YP_004323484.1	2
YP_004323485.1	1
YP_004323487.1	3
YP_004323491.1	1
YP_004323496.1	1
YP_004323516.1	1
YP_004323518.1	2
YP_004323523.1	2
YP_004323526.1	2
YP_004323544.1	1
YP_004323547.1	15
YP_004323597.1	2
YP_004323607.1	1
>NC_015326	Lausannevirus
YP_004346982.1	1
YP_004346983.1	3
YP_004347016.1	1
YP_004347024.1	3
YP_004347033.1	2
YP_004347043.1	4
YP_004347063.1	2
YP_004347198.1	5
YP_004347362.1	9
YP_004347368.1	2
>NC_019726	Staphylococcus phage JD007
YP_007112758.1	2
YP_007112817.1	1
YP_007112882.1	1
YP_007112944.1	6
>NC_021860	Lactococcus phage jm2
YP_008320120.1	1
YP_008320125.1	1
>NC_019406	Caulobacter phage CcrColossus
YP_006988336.1	1
YP_006988343.1	8
YP_006988363.1	3
YP_006988373.1	1
YP_006988375.1	6
YP_006988376.1	4
YP_006988377.1	5
